Date,SHK126,SHK127,SHK128,SHK129,SHK130,SHK131,SHK136,SHK137,SHK145
2000-12-01,10.0,10.0,10.0,10.0,10.0,10,,,
2000-12-04,10.0,10.0,10.0,10.0,10.0,10,,,
2000-12-05,10.0,10.0,10.0,10.0,10.0,10,,,
2000-12-06,10.0,10.0,10.0,10.0,10.0,10,,,
2000-12-07,10.0,10.0,10.0,10.0,10.0,10,,,
2000-12-08,10.0,10.0,10.0,10.0,10.0,10,,,
2000-12-11,10.0,10.0,10.0,10.0,10.0,10,,,
2000-12-12,9.92,9.975,9.979,10.004,10.0,10,,,
2000-12-13,10.12,9.951,10.028,10.005,10.0,10,,,
2000-12-14,10.076,9.891,9.999,10.006,9.852,10.001,,,
2000-12-15,9.806,9.735,9.893,10.007,9.481,10.002,,,
2000-12-18,9.831,9.698,9.757,10.01,9.567,9.631,,,
2000-12-19,9.933,9.658,9.699,10.011,9.535,9.486,,,
2000-12-20,9.885,9.494,9.607,10.012,9.177,9.396,,,
2000-12-21,9.819,9.462,9.507,10.013,9.174,9.256,,,
2000-12-22,9.849,9.559,9.515,10.015,9.406,9.264,,,
2000-12-27,9.841,9.651,9.552,10.019,9.582,9.362,,,
2000-12-28,9.863,9.687,9.573,10.02,9.662,9.374,,,
2000-12-29,10.021,9.646,9.595,10.051,9.545,9.333,,,
2001-01-02,9.888,9.509,9.564,10.023,9.23,9.342,,,
2001-01-03,9.706,9.642,9.524,9.98,9.602,9.337,,,
2001-01-04,10.11,9.677,9.576,9.951,9.752,9.205,,,
2001-01-05,10.264,9.637,9.669,10.036,9.556,9.213,,,
2001-01-08,10.247,9.589,9.655,9.955,9.493,9.241,,,
2001-01-09,10.245,9.524,9.598,9.803,9.523,9.196,,,
2001-01-10,10.217,9.544,9.512,9.713,9.699,9.126,,,
2001-01-11,9.924,9.59,9.286,9.87,9.837,8.896,,,
2001-01-12,10.038,9.631,9.342,9.992,9.802,8.93,,,
2001-01-15,10.004,9.632,9.321,9.996,9.82,8.953,,,
2001-01-16,10.012,9.624,9.364,9.866,9.881,9.019,,,
2001-01-17,9.955,9.706,9.406,10.047,9.877,9.1,,,
2001-01-18,10.102,9.75,9.458,10.017,9.981,9.211,,,
2001-01-19,10.341,9.777,9.589,10.016,9.941,9.3,,,
2001-01-22,10.433,9.784,9.633,9.935,10.015,9.355,,,
2001-01-23,10.347,9.854,9.581,9.992,10.168,9.293,,,
2001-01-29,10.333,9.864,9.486,10.015,10.264,9.239,,,
2001-01-30,10.179,9.875,9.525,9.977,10.304,9.291,,,
2001-01-31,10.318,9.883,9.631,10.05,10.193,9.324,,,
2001-02-01,10.363,9.891,9.643,9.989,10.227,9.307,,,
2001-02-02,10.282,9.82,9.656,9.96,10.062,9.316,,,
2001-02-05,10.137,9.763,9.432,9.952,10.074,9.073,,,
2001-02-06,10.166,9.801,9.461,10.012,10.096,9.097,,,
2001-02-07,10.233,9.709,9.49,9.83,9.995,9.186,,,
2001-02-08,10.135,9.647,9.446,9.757,9.943,9.098,,,
2001-02-09,10.131,9.557,9.474,9.634,9.822,9.2,,,
2001-02-12,10.069,9.624,9.447,9.723,9.934,9.145,,,
2001-02-13,10.166,9.607,9.47,9.757,9.851,9.131,,,
2001-02-14,10.181,9.519,9.449,9.577,9.83,9.082,,,
2001-02-15,10.106,9.59,9.467,9.657,9.909,9.144,,,
2001-02-16,10.045,9.44,9.411,9.469,9.755,9.086,,,
2001-02-19,10.044,9.416,9.359,9.424,9.747,9.041,,,
2001-02-20,10.065,9.357,9.434,9.375,9.57,9.112,,,
2001-02-21,10.01,9.205,9.359,9.248,9.364,9.071,,,
2001-02-22,9.905,9.145,9.262,9.158,9.338,9.016,,,
2001-02-23,9.983,9.097,9.299,9.014,9.316,9.089,,,
2001-02-26,10.004,9.251,9.383,9.128,9.509,9.191,,,
2001-02-27,9.855,9.18,9.291,9.095,9.416,9.135,,,
2001-02-28,9.837,9.112,9.259,9.043,9.32,9.051,,,
2001-03-01,9.559,9.052,9.124,8.972,9.302,8.951,,,
2001-03-02,9.383,9.008,8.936,9.058,9.242,8.725,,,
2001-03-05,9.493,9.031,8.896,9.128,9.304,8.619,,,
2001-03-06,9.652,9.156,9.063,9.244,9.383,8.858,,,
2001-03-07,9.579,9.198,9.052,9.265,9.439,8.915,,,
2001-03-08,9.577,9.149,9.031,9.164,9.437,8.895,,,
2001-03-09,9.519,9.037,9.006,9.113,9.173,8.933,,,
2001-03-12,9.227,8.712,8.717,8.879,8.74,8.661,,,
2001-03-13,9.041,8.669,8.518,8.761,8.884,8.441,,,
2001-03-14,8.981,8.498,8.509,8.553,8.684,8.399,,,
2001-03-15,9.105,8.552,8.545,8.639,8.711,8.498,,,
2001-03-16,9.085,8.383,8.477,8.433,8.537,8.471,,,
2001-03-19,9.128,8.41,8.419,8.376,8.694,8.433,,,
2001-03-20,8.96,8.385,8.392,8.487,8.516,8.456,,,
2001-03-21,8.87,8.375,8.561,8.397,8.336,8.868,,,
2001-03-22,8.549,8.172,8.405,8.009,8.263,8.795,,,
2001-03-23,8.582,8.326,8.565,8.108,8.443,9.019,,,
2001-03-26,8.791,8.517,8.776,8.382,8.502,9.358,,,
2001-03-27,8.641,8.694,8.734,8.622,8.719,9.389,,,
2001-03-28,8.693,8.589,8.776,8.501,8.503,9.493,,,
2001-03-29,8.605,8.498,8.55,8.491,8.5,9.137,,,
2001-03-30,8.684,8.501,8.474,8.534,8.597,8.987,,,
2001-04-02,8.662,8.383,8.363,8.464,8.444,8.898,,,
2001-04-03,8.617,8.225,8.391,8.293,8.11,9.041,,,
2001-04-04,8.367,8.26,8.334,8.355,8.089,9.112,,,
2001-04-06,8.469,8.432,8.504,8.499,8.287,9.271,,,
2001-04-09,8.332,8.458,8.323,8.603,8.373,9.068,,,
2001-04-10,8.315,8.584,8.221,8.837,8.604,8.876,,,
2001-04-11,8.565,8.619,8.488,8.807,8.573,9.117,,,
2001-04-12,8.879,8.71,8.587,8.844,8.719,9.202,,,
2001-04-17,8.718,8.691,8.54,8.755,8.764,9.169,,,
2001-04-18,8.921,8.934,8.791,8.935,9.073,9.439,,,
2001-04-19,9.25,9.061,9.037,8.965,9.232,9.582,,,
2001-04-20,9.196,9.022,8.976,8.971,9.142,9.522,,,
2001-04-23,9.149,8.94,8.935,8.903,9.0,9.459,,,
2001-04-24,9.108,8.933,8.972,8.996,8.876,9.55,,,
2001-04-25,9.075,8.99,9.018,8.93,9.045,9.644,,,
2001-04-26,9.113,9.081,9.079,9.035,9.104,9.778,,,
2001-04-27,9.168,9.142,9.031,9.113,9.229,9.706,,,
2001-05-02,9.394,9.337,9.402,9.192,9.4,10.143,,,
2001-05-03,9.344,9.228,9.43,8.985,9.275,10.169,,,
2001-05-04,9.18,9.286,9.391,9.036,9.389,10.193,,,
2001-05-07,9.328,9.298,9.456,9.052,9.361,10.279,,,
2001-05-08,9.311,9.274,9.374,9.062,9.366,10.15,,,
2001-05-09,9.342,9.18,9.269,8.976,9.31,9.98,,,
2001-05-10,9.391,9.213,9.225,9.132,9.307,9.885,,,
2001-05-11,9.412,9.157,9.252,9.035,9.249,9.925,,,
2001-05-14,9.196,9.048,9.116,8.85,9.254,9.745,,,
2001-05-15,9.242,9.116,9.151,8.973,9.276,9.846,,,
2001-05-16,9.314,9.163,9.017,8.962,9.527,9.6,,,
2001-05-17,9.462,9.314,9.224,9.128,9.607,9.799,,,
2001-05-18,9.376,9.331,9.226,9.168,9.621,9.802,,,
2001-05-21,9.508,9.458,9.323,9.228,9.826,9.91,,,
2001-05-22,9.592,9.458,9.362,9.238,9.81,9.938,,,
2001-05-23,9.59,9.347,9.427,9.112,9.617,9.988,,,
2001-05-24,9.582,9.37,9.466,9.098,9.677,10.038,,,
2001-05-25,9.555,9.296,9.436,9.023,9.574,10.001,,,
2001-05-28,9.567,9.281,9.336,9.069,9.573,9.856,,,
2001-05-29,9.498,9.223,9.374,9.016,9.46,9.903,,,
2001-05-30,9.343,9.096,9.252,8.946,9.291,9.729,,,
2001-05-31,9.163,9.103,9.154,8.952,9.365,9.661,,,
2001-06-01,9.152,9.113,9.171,8.923,9.405,9.714,,,
2001-06-04,9.239,9.161,9.214,8.978,9.435,9.767,,,
2001-06-05,9.398,9.21,9.189,9.005,9.59,9.688,,,
2001-06-06,9.457,9.181,9.185,9.017,9.504,9.648,,,
2001-06-07,9.542,9.187,9.24,8.935,9.565,9.706,,,
2001-06-08,9.595,9.154,9.334,8.922,9.458,9.735,,,
2001-06-11,9.489,9.052,9.193,8.88,9.33,9.576,,,
2001-06-12,9.392,8.935,9.03,8.711,9.353,9.287,,,
2001-06-13,9.347,8.906,9.003,8.756,9.248,9.241,,,
2001-06-14,9.146,8.782,8.941,8.716,9.023,9.219,,,
2001-06-15,9.041,8.776,8.95,8.679,9.022,9.22,,,
2001-06-18,8.968,8.707,8.814,8.633,8.963,9.072,,,
2001-06-19,9.047,8.698,8.767,8.634,8.98,8.976,,,
2001-06-20,8.966,8.719,8.752,8.571,9.079,9.038,,,
2001-06-21,9.133,8.784,8.84,8.584,9.151,9.192,,,
2001-06-22,9.091,8.777,8.9,8.633,9.076,9.312,,,
2001-06-26,8.985,8.728,8.857,8.543,9.031,9.288,,,
2001-06-27,8.988,8.697,8.789,8.509,9.021,9.165,,,
2001-06-28,8.87,8.756,8.726,8.564,9.149,9.092,,,
2001-06-29,9.003,8.814,8.897,8.604,9.193,9.303,,,
2001-07-03,9.053,8.836,8.887,8.611,9.227,9.298,,,
2001-07-04,9.093,8.794,8.816,8.524,9.235,9.14,,,
2001-07-05,8.957,8.69,8.73,8.451,9.11,9.049,,,
2001-07-09,8.757,8.521,8.455,8.332,8.95,8.732,,,
2001-07-10,8.805,8.46,8.499,8.282,8.82,8.81,,,
2001-07-11,8.719,8.425,8.379,8.24,8.829,8.633,,,
2001-07-12,8.794,8.587,8.516,8.294,9.055,8.843,,,
2001-07-13,8.757,8.607,8.483,8.317,9.097,8.86,,,
2001-07-16,8.736,8.539,8.421,8.309,8.985,8.781,,,
2001-07-17,8.648,8.529,8.308,8.237,9.075,8.606,,,
2001-07-18,8.624,8.483,8.226,8.178,9.041,8.478,,,
2001-07-19,8.523,8.538,8.256,8.331,9.035,8.504,,,
2001-07-20,8.548,8.516,8.283,8.318,8.983,8.544,,,
2001-07-23,8.505,8.423,8.139,8.368,8.836,8.346,,,
2001-07-24,8.474,8.297,8.11,8.232,8.662,8.354,,,
2001-07-26,8.365,8.417,8.217,8.204,8.855,8.523,,,
2001-07-27,8.433,8.469,8.235,8.317,8.901,8.489,,,
2001-07-30,8.364,8.446,8.119,8.388,8.886,8.281,,,
2001-07-31,8.531,8.522,8.242,8.473,8.928,8.434,,,
2001-08-01,8.634,8.577,8.378,8.513,8.956,8.538,,,
2001-08-02,8.594,8.641,8.525,8.541,8.994,8.784,,,
2001-08-03,8.465,8.586,8.482,8.473,8.95,8.703,,,
2001-08-06,8.38,8.535,8.437,8.482,8.855,8.687,,,
2001-08-07,8.285,8.526,8.437,8.436,8.859,8.727,,,
2001-08-08,8.21,8.427,8.415,8.366,8.71,8.695,,,
2001-08-09,8.049,8.333,8.24,8.245,8.671,8.484,,,
2001-08-10,8.099,8.361,8.325,8.237,8.699,8.542,,,
2001-08-13,8.016,8.374,8.256,8.312,8.721,8.436,,,
2001-08-14,8.198,8.42,8.404,8.398,8.69,8.623,,,
2001-08-15,8.282,8.404,8.492,8.403,8.617,8.697,,,
2001-08-16,8.133,8.403,8.489,8.395,8.625,8.688,,,
2001-08-17,8.161,8.284,8.453,8.24,8.487,8.63,,,
2001-08-20,8.015,8.283,8.31,8.274,8.531,8.476,,,
2001-08-21,7.992,8.249,8.302,8.317,8.439,8.469,,,
2001-08-22,7.897,8.291,8.351,8.351,8.48,8.571,,,
2001-08-23,7.985,8.268,8.306,8.331,8.47,8.466,,,
2001-08-24,7.89,8.351,8.264,8.473,8.584,8.415,,,
2001-08-27,7.975,8.341,8.328,8.447,8.556,8.435,,,
2001-08-28,7.986,8.247,8.285,8.333,8.45,8.367,,,
2001-08-29,7.968,8.189,8.213,8.346,8.364,8.232,,,
2001-08-30,7.995,8.064,8.155,8.187,8.228,8.141,,,
2001-08-31,7.866,8.081,8.104,8.217,8.264,8.131,,,
2001-09-03,7.779,8.007,7.97,8.092,8.263,7.895,,,
2001-09-04,7.883,8.039,8.079,8.15,8.247,8.011,,,
2001-09-05,7.779,7.932,7.972,7.932,8.205,7.883,,,
2001-09-06,7.589,7.785,7.875,7.761,8.033,7.84,,,
2001-09-07,7.392,7.665,7.804,7.619,7.9,7.782,,,
2001-09-10,7.379,7.632,7.724,7.536,7.927,7.644,,,
2001-09-17,6.639,7.204,7.074,7.121,7.534,7.224,,,
2001-09-18,6.586,7.14,7.109,7.053,7.417,7.325,,,
2001-09-19,6.72,7.046,7.186,6.909,7.26,7.452,,,
2001-09-20,6.579,6.856,7.057,6.629,7.085,7.342,,,
2001-09-21,6.382,6.686,6.879,6.411,6.935,7.2,,,
2001-09-24,6.577,6.876,6.971,6.678,7.143,7.23,,,
2001-09-25,6.55,6.931,6.943,6.771,7.203,7.25,,,
2001-09-26,6.597,6.93,6.953,6.859,7.147,7.241,,,
2001-09-27,6.776,7.009,6.99,6.895,7.269,7.258,,,
2001-09-28,6.94,7.145,7.101,7.075,7.397,7.354,,,
2001-10-03,6.942,7.262,7.135,7.041,7.625,7.467,,,
2001-10-04,7.144,7.354,7.323,7.292,7.597,7.597,,,
2001-10-05,7.169,7.352,7.319,7.302,7.597,7.536,,,
2001-10-08,6.976,7.308,7.25,7.306,7.525,7.553,,,
2001-10-09,7.219,7.29,7.288,7.311,7.494,7.407,,,
2001-10-10,7.186,7.374,7.217,7.403,7.646,7.321,,,
2001-10-11,7.305,7.494,7.385,7.497,7.763,7.508,,,
2001-10-12,7.15,7.463,7.44,7.418,7.708,7.668,,,
2001-10-15,7.095,7.412,7.396,7.327,7.679,7.602,,,
2001-10-16,7.107,7.464,7.473,7.399,7.709,7.702,,,
2001-10-17,7.202,7.423,7.505,7.499,7.554,7.707,,,
2001-10-19,6.947,7.32,7.393,7.296,7.505,7.645,,,
2001-10-22,6.944,7.388,7.396,7.366,7.603,7.656,,,
2001-10-23,7.189,7.41,7.503,7.46,7.535,7.789,,,
2001-10-24,7.198,7.442,7.564,7.548,7.536,7.791,,,
2001-10-26,7.277,7.526,7.621,7.562,7.668,7.874,,,
2001-10-29,7.144,7.395,7.523,7.462,7.511,7.731,,,
2001-10-30,7.114,7.285,7.446,7.333,7.391,7.646,,,
2001-10-31,7.117,7.311,7.424,7.436,7.4,7.598,,,
2001-11-01,7.159,7.363,7.403,7.446,7.519,7.518,,,
2001-11-02,7.131,7.398,7.431,7.503,7.546,7.561,,,
2001-11-05,7.304,7.495,7.509,7.615,7.652,7.591,,,
2001-11-06,7.248,7.537,7.538,7.594,7.738,7.639,,,
2001-11-07,7.168,7.501,7.457,7.621,7.702,7.473,,,
2001-11-08,7.356,7.56,7.557,7.762,7.696,7.561,,,
2001-11-09,7.44,7.528,7.599,7.674,7.693,7.443,,,
2001-11-12,7.439,7.488,7.593,7.546,7.698,7.369,,,
2001-11-13,7.473,7.589,7.564,7.721,7.823,7.301,,,
2001-11-14,7.664,7.599,7.642,7.69,7.841,7.285,,,
2001-11-15,7.847,7.644,7.781,7.733,7.841,7.434,,,
2001-11-16,7.883,7.667,7.844,7.77,7.83,7.546,,,
2001-11-19,7.9,7.743,7.93,7.846,7.911,7.6,,,
2001-11-20,7.831,7.674,7.856,7.75,7.856,7.542,,,
2001-11-21,7.802,7.651,7.853,7.73,7.822,7.535,,,
2001-11-22,7.835,7.669,7.888,7.78,7.817,7.558,,,
2001-11-23,7.905,7.703,7.944,7.724,7.907,7.534,,,
2001-11-26,7.964,7.768,8.132,7.732,7.96,7.702,,,
2001-11-27,7.885,7.702,8.095,7.617,7.912,7.639,,,
2001-11-28,7.706,7.578,7.873,7.547,7.785,7.474,,,
2001-11-29,7.717,7.611,7.828,7.572,7.85,7.469,,,
2001-12-03,7.773,7.572,7.855,7.599,7.775,7.298,,,
2001-12-04,7.962,7.642,7.903,7.676,7.862,7.27,,,
2001-12-05,8.157,7.815,8.128,7.841,8.047,7.373,,,
2001-12-06,8.168,7.843,8.207,7.888,8.042,7.462,,,
2001-12-07,8.218,7.793,8.226,7.851,7.971,7.359,,,
2001-12-10,8.201,7.67,8.015,7.74,7.863,7.18,,,
2001-12-11,8.134,7.636,7.953,7.727,7.835,7.086,,,
2001-12-12,8.223,7.664,8.102,7.694,7.841,7.254,,,
2001-12-13,8.044,7.552,7.985,7.62,7.709,7.125,,,
2001-12-14,8.021,7.511,7.888,7.535,7.71,7.049,,,
2001-12-17,8.007,7.57,7.754,7.725,7.782,6.874,,,
2001-12-18,8.026,7.6,7.758,7.701,7.854,6.894,,,
2001-12-19,8.073,7.598,7.795,7.635,7.877,6.904,,,
2001-12-20,8.124,7.583,7.879,7.633,7.808,6.991,,,
2001-12-21,7.872,7.613,7.723,7.739,7.867,6.916,,,
2001-12-24,7.891,7.593,7.72,7.668,7.872,6.91,,,
2001-12-27,7.973,7.698,7.815,7.807,7.975,6.96,,,
2001-12-28,8.016,7.76,7.949,7.86,8.015,7.084,,,
2002-01-02,7.999,7.735,8.038,7.824,7.963,7.073,,,
2002-01-03,8.041,7.8,8.071,7.936,8.019,7.066,,,
2002-01-04,8.193,7.853,8.256,7.913,8.073,7.191,,,
2002-01-07,8.342,7.837,8.364,7.854,8.034,7.264,,,
2002-01-08,8.267,7.754,8.192,7.777,7.991,7.044,,,
2002-01-09,8.115,7.706,8.144,7.745,7.936,6.993,,,
2002-01-10,8.02,7.667,8.035,7.678,7.937,6.92,,,
2002-01-11,7.947,7.64,7.999,7.771,7.849,6.861,,,
2002-01-14,7.984,7.561,8.061,7.629,7.75,6.873,,,
2002-01-15,7.855,7.564,7.896,7.68,7.797,6.735,,,
2002-01-16,7.811,7.467,7.854,7.567,7.672,6.743,,,
2002-01-17,7.845,7.521,7.835,7.649,7.747,6.699,,,
2002-01-18,7.811,7.494,7.872,7.619,7.679,6.818,,,
2002-01-21,7.85,7.497,7.948,7.588,7.676,6.857,,,
2002-01-22,7.721,7.446,7.839,7.599,7.626,6.673,,,
2002-01-23,7.686,7.486,7.842,7.638,7.703,6.59,,,
2002-01-24,7.667,7.507,7.856,7.616,7.747,6.59,,,
2002-01-25,7.689,7.535,7.967,7.591,7.765,6.628,,,
2002-01-28,7.704,7.546,8.066,7.573,7.751,6.756,,,
2002-01-29,7.85,7.42,8.043,7.485,7.55,6.675,,,
2002-01-30,7.686,7.402,7.917,7.377,7.63,6.596,,,
2002-01-31,7.663,7.477,7.963,7.432,7.735,6.657,,,
2002-02-01,7.607,7.426,7.844,7.44,7.678,6.474,,,
2002-02-04,7.636,7.296,7.798,7.368,7.473,6.411,,,
2002-02-05,7.557,7.257,7.763,7.295,7.455,6.354,,,
2002-02-06,7.567,7.196,7.72,7.235,7.373,6.283,,,
2002-02-07,7.468,7.194,7.73,7.259,7.349,6.426,,,
2002-02-08,7.513,7.265,7.806,7.305,7.435,6.505,,,
2002-02-11,7.694,7.341,7.823,7.371,7.546,6.473,,,
2002-02-15,7.763,7.397,8.149,7.393,7.5,6.773,,,
2002-02-18,7.816,7.399,8.188,7.363,7.503,6.811,,,
2002-02-19,7.703,7.254,8.029,7.209,7.358,6.633,,,
2002-02-20,7.684,7.278,7.967,7.171,7.457,6.604,,,
2002-02-21,7.71,7.273,8.099,7.21,7.357,6.847,,,
2002-02-22,7.616,7.266,8.053,7.136,7.4,6.837,,,
2002-02-25,7.482,7.35,8.019,7.242,7.535,6.841,,,
2002-02-26,7.471,7.362,8.007,7.263,7.557,6.801,,,
2002-02-27,7.526,7.401,8.148,7.305,7.544,6.955,,,
2002-02-28,7.402,7.394,8.182,7.303,7.516,7.028,,,
2002-03-01,7.377,7.5,8.236,7.36,7.681,7.122,,,
2002-03-04,7.549,7.697,8.535,7.498,7.872,7.491,,,
2002-03-05,7.72,7.678,8.593,7.502,7.805,7.46,,,
2002-03-06,7.719,7.741,8.595,7.549,7.915,7.44,,,
2002-03-07,7.834,7.77,8.709,7.604,7.893,7.675,,,
2002-03-08,7.855,7.823,8.791,7.648,7.948,7.83,,,
2002-03-11,7.917,7.831,8.814,7.614,7.965,7.839,,,
2002-03-12,7.894,7.794,8.759,7.575,7.94,7.599,,,
2002-03-13,7.859,7.734,8.672,7.573,7.859,7.435,,,
2002-03-14,7.893,7.75,8.749,7.585,7.851,7.54,,,
2002-03-15,7.84,7.822,8.764,7.686,7.936,7.617,,,
2002-03-18,7.854,7.825,8.743,7.704,7.942,7.541,,,
2002-03-19,7.841,7.872,8.833,7.743,7.968,7.66,,,
2002-03-20,7.771,7.769,8.739,7.674,7.833,7.526,,,
2002-03-21,7.633,7.762,8.717,7.65,7.843,7.552,,,
2002-03-22,7.653,7.729,8.658,7.644,7.807,7.364,,,
2002-03-25,7.653,7.651,8.597,7.604,7.693,7.324,,,
2002-03-26,7.63,7.66,8.561,7.609,7.733,7.3,,,
2002-03-27,7.757,7.723,8.7,7.626,7.781,7.431,,,
2002-03-28,7.775,7.759,8.73,7.689,7.81,7.482,,,
2002-04-02,7.673,7.717,8.692,7.694,7.722,7.381,,,
2002-04-03,7.649,7.694,8.77,7.671,7.639,7.52,,,
2002-04-04,7.667,7.693,8.803,7.62,7.651,7.59,,,
2002-04-08,7.606,7.661,8.746,7.536,7.669,7.569,,,
2002-04-09,7.612,7.601,8.623,7.536,7.611,7.424,,,
2002-04-10,7.56,7.635,8.565,7.59,7.714,7.519,,,
2002-04-11,7.63,7.546,8.565,7.506,7.545,7.424,,,
2002-04-12,7.626,7.578,8.558,7.518,7.603,7.312,,,
2002-04-15,7.647,7.601,8.657,7.554,7.572,7.385,,,
2002-04-16,7.679,7.723,8.754,7.675,7.726,7.509,,,
2002-04-17,7.86,7.772,8.962,7.704,7.686,7.645,,,
2002-04-18,7.941,7.771,9.04,7.64,7.674,7.701,,,
2002-04-19,7.978,7.772,9.044,7.646,7.674,7.682,,,
2002-04-22,7.927,7.731,9.115,7.607,7.557,7.79,,,
2002-04-23,8.052,7.731,9.197,7.589,7.517,7.848,,,
2002-04-24,8.104,7.691,9.152,7.546,7.479,7.812,,,
2002-04-25,8.076,7.634,9.046,7.497,7.459,7.819,,,
2002-04-26,8.059,7.584,9.047,7.469,7.353,7.8,,,
2002-04-29,8.051,7.526,8.977,7.456,7.278,7.832,,,
2002-04-30,8.15,7.564,8.968,7.476,7.354,7.748,,,
2002-05-02,8.368,7.619,9.096,7.475,7.387,7.814,,,
2002-05-03,8.365,7.587,9.08,7.458,7.32,7.781,,,
2002-05-06,8.321,7.504,8.987,7.481,7.174,7.805,,,
2002-05-07,8.372,7.48,8.979,7.397,7.164,7.741,,,
2002-05-08,8.32,7.614,9.036,7.512,7.389,7.747,,,
2002-05-09,8.282,7.56,8.986,7.482,7.302,7.756,,,
2002-05-10,8.267,7.483,8.918,7.423,7.182,7.73,,,
2002-05-13,8.313,7.539,8.914,7.487,7.298,7.66,,,
2002-05-14,8.303,7.609,8.912,7.535,7.467,7.602,,,
2002-05-15,8.408,7.663,9.081,7.529,7.456,7.715,,,
2002-05-16,8.416,7.694,9.161,7.569,7.464,7.91,,,
2002-05-17,8.501,7.739,9.277,7.533,7.501,7.986,,,
2002-05-21,8.363,7.636,9.229,7.499,7.32,8.11,,,
2002-05-22,8.386,7.675,9.385,7.45,7.336,8.213,,,
2002-05-23,8.275,7.68,9.356,7.444,7.421,8.282,,,
2002-05-24,8.269,7.647,9.364,7.425,7.325,8.288,,,
2002-05-27,8.23,7.631,9.32,7.424,7.322,8.213,,,
2002-05-28,8.212,7.599,9.327,7.368,7.262,8.171,,,
2002-05-29,8.114,7.548,9.223,7.356,7.232,8.105,,,
2002-05-30,8.062,7.503,9.186,7.293,7.194,8.122,,,
2002-05-31,8.016,7.514,9.172,7.362,7.218,8.219,,,
2002-06-03,8.016,7.453,9.211,7.293,7.043,8.232,,,
2002-06-04,7.99,7.412,9.169,7.209,7.023,8.161,,,
2002-06-05,8.074,7.427,9.173,7.145,7.085,8.126,,,
2002-06-06,8.057,7.354,9.107,7.112,6.946,8.069,,,
2002-06-07,8.017,7.313,9.039,7.024,6.956,7.998,,,
2002-06-10,8.041,7.315,9.037,6.998,6.97,7.902,,,
2002-06-11,7.975,7.293,9.054,7.079,6.847,7.975,,,
2002-06-12,7.918,7.255,9.012,6.966,6.853,7.863,,,
2002-06-13,7.913,7.189,8.937,6.859,6.794,7.718,,,
2002-06-14,7.804,7.109,8.865,6.692,6.77,7.63,,,
2002-06-17,7.705,7.164,8.701,6.874,6.964,7.46,,,
2002-06-18,7.689,7.165,8.739,6.831,6.975,7.557,,,
2002-06-19,7.534,7.041,8.523,6.765,6.87,7.34,,,
2002-06-20,7.611,6.996,8.577,6.622,6.778,7.404,,,
2002-06-21,7.515,6.953,8.523,6.666,6.677,7.298,,,
2002-06-24,7.559,6.929,8.597,6.502,6.669,7.423,,,
2002-06-25,7.531,6.912,8.578,6.631,6.544,7.421,,,
2002-06-26,7.354,6.782,8.299,6.541,6.509,7.227,,,
2002-06-27,7.476,6.878,8.412,6.604,6.627,7.309,,,
2002-06-28,7.511,7.006,8.646,6.826,6.639,7.579,,,
2002-07-02,7.436,6.841,8.619,6.619,6.342,7.568,,,
2002-07-03,7.525,6.836,8.716,6.456,6.348,7.681,,,
2002-07-04,7.654,6.893,8.77,6.566,6.347,7.609,,,
2002-07-05,7.685,7.048,8.874,6.764,6.562,7.659,,,
2002-07-08,7.662,7.033,8.914,6.762,6.493,7.705,,,
2002-07-09,7.667,7.007,9.046,6.73,6.323,7.829,,,
2002-07-10,7.647,6.879,8.986,6.55,6.133,7.748,,,
2002-07-11,7.493,6.742,8.781,6.273,6.153,7.601,,,
2002-07-12,7.555,6.768,8.913,6.272,6.102,7.658,,,
2002-07-15,7.529,6.663,8.836,5.976,6.079,7.527,,,
2002-07-16,7.406,6.606,8.706,6.008,6.014,7.396,,,
2002-07-17,7.326,6.659,8.713,6.177,6.056,7.429,,,
2002-07-18,7.378,6.632,8.765,6.238,5.883,7.576,,,
2002-07-19,7.289,6.478,8.636,6.04,5.698,7.425,,,
2002-07-22,7.125,6.264,8.481,5.708,5.49,7.375,,,
2002-07-23,7.283,6.22,8.562,5.552,5.357,7.334,,,
2002-07-24,7.073,6.21,8.365,5.443,5.638,7.205,,,
2002-07-25,6.98,6.239,8.337,5.67,5.598,7.171,,,
2002-07-26,6.87,6.191,8.035,5.729,5.687,6.906,,,
2002-07-29,7.008,6.364,8.038,5.981,5.975,6.922,,,
2002-07-30,7.128,6.419,8.208,5.922,6.006,7.043,,,
2002-07-31,7.195,6.447,8.194,5.96,6.054,6.984,,,
2002-08-01,7.131,6.312,8.147,5.726,5.884,6.931,,,
2002-08-02,7.018,6.241,8.071,5.746,5.746,6.894,,,
2002-08-05,6.897,6.07,7.901,5.582,5.544,6.84,,,
2002-08-06,6.76,6.107,7.728,5.751,5.707,6.674,,,
2002-08-07,6.938,6.188,7.875,5.724,5.808,6.849,,,
2002-08-08,6.916,6.295,7.896,5.907,5.977,6.867,,,
2002-08-09,6.914,6.345,7.98,6.019,5.976,6.994,,,
2002-08-12,6.844,6.293,7.932,5.913,5.947,6.863,,,
2002-08-13,6.941,6.299,8.032,5.976,5.804,6.86,,,
2002-08-14,6.85,6.349,8.089,5.871,6.012,6.909,,,
2002-08-15,6.996,6.444,8.172,6.013,6.09,6.994,,,
2002-08-16,7.028,6.455,8.201,6.023,6.077,7.008,,,
2002-08-19,7.012,6.517,8.118,6.186,6.201,6.868,,,
