Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1996-03-18,5.41293017373701,5.464977579253712,5.41293017373701,5.438953876495361,24800,0.0,0.0,0.0
1996-03-19,5.569072880834903,5.569072880834903,5.517025470733643,5.517025470733643,27000,0.0,0.0,0.0
1996-03-20,5.517026592436291,5.517026592436291,5.46497917175293,5.46497917175293,2200,0.0,0.0,0.0
1996-03-21,5.647146701812744,5.647146701812744,5.647146701812744,5.647146701812744,100,0.0,0.0,0.0
1996-03-22,5.673167383229291,5.673167383229291,5.621119976043701,5.621119976043701,13800,0.0,0.0,0.0
1996-03-25,5.777265253933994,5.777265253933994,5.725217819213867,5.725217819213867,11200,0.0,0.0,0.0
1996-03-26,5.777265253933994,5.777265253933994,5.647146667133678,5.725217819213867,12500,0.0,0.0,0.0
1996-03-27,5.7252147904148805,5.7252147904148805,5.621119976043701,5.621119976043701,14500,0.0,0.0,0.0
1996-03-28,5.647146701812744,5.647146701812744,5.647146701812744,5.647146701812744,15200,0.0,0.0,0.0
1996-03-29,5.621121251305868,5.647144960802654,5.595097541809082,5.595097541809082,3500,0.0,0.0,0.0
1996-04-01,5.621122984292869,5.647146701812744,5.621122984292869,5.647146701812744,3100,0.0,0.0,0.0
1996-04-02,5.673169269218101,5.77726411819458,5.673169269218101,5.77726411819458,16600,0.0,0.0,0.0
1996-04-03,5.699192357818466,5.777263486007759,5.699192357818466,5.751239776611328,33000,0.0,0.0,0.0
1996-04-04,5.699194136852492,5.725217854372367,5.647146701812744,5.647146701812744,26500,0.0,0.0,0.0
1996-04-08,5.673168670299441,5.673168670299441,5.595097541809082,5.595097541809082,1500,0.0,0.0,0.0
1996-04-09,5.621121712780873,5.673169136047363,5.621121712780873,5.673169136047363,1100,0.0,0.0,0.0
1996-04-10,5.673167383229291,5.673167383229291,5.621119976043701,5.621119976043701,15300,0.0,0.0,0.0
1996-04-11,5.569072568858111,5.621119976043701,5.569072568858111,5.621119976043701,9100,0.0,0.0,0.0
1996-04-12,5.595096272450906,5.621119976043701,5.595096272450906,5.621119976043701,1500,0.0,0.0,0.0
1996-04-15,5.621122984292869,5.647146701812744,5.621122984292869,5.647146701812744,18700,0.0,0.0,0.0
1996-04-16,5.673169136047363,5.673169136047363,5.673169136047363,5.673169136047363,1300,0.0,0.0,0.0
1996-04-17,5.621121251305868,5.673168670299441,5.595097541809082,5.595097541809082,17200,0.0,0.0,0.0
1996-04-18,5.595096747080484,5.595096747080484,5.543049335479736,5.543049335479736,2300,0.0,0.0,0.0
1996-04-19,5.543049019073772,5.569072723388672,5.543049019073772,5.569072723388672,3600,0.0,0.0,0.0
1996-04-22,5.569075549253121,5.647146701812744,5.569075549253121,5.647146701812744,20000,0.0,0.0,0.0
1996-04-23,5.569072723388672,5.595096427703572,5.543049019073772,5.569072723388672,35900,0.0,0.0,0.0
1996-04-24,5.569072723388672,5.569072723388672,5.569072723388672,5.569072723388672,0,0.0,0.0,0.0
1996-04-25,5.543049175784273,5.543049175784273,5.517025470733643,5.517025470733643,6300,0.0,0.0,0.0
1996-04-26,5.464978218078613,5.543049335479736,5.464978218078613,5.543049335479736,30300,0.0,0.0,0.0
1996-04-29,5.543049335479736,5.543049335479736,5.543049335479736,5.543049335479736,400,0.0,0.0,0.0
1996-04-30,5.647145424414118,5.673169136047363,5.621121712780873,5.673169136047363,7200,0.0,0.0,0.0
1996-05-01,5.647143679636496,5.647143679636496,5.621119976043701,5.621119976043701,700,0.0,0.0,0.0
1996-05-02,5.621118663046597,5.621118663046597,5.491000175476074,5.491000175476074,29500,0.0,0.0,0.0
1996-05-03,5.517025629679361,5.56907304128011,5.517025629679361,5.543049335479736,72400,0.0,0.0,0.0
1996-05-06,5.464978060632382,5.517025470733643,5.464978060632382,5.517025470733643,5100,0.0,0.0,0.0
1996-05-07,5.543049019073772,5.569072723388672,5.517025314758872,5.569072723388672,18900,0.0,0.0,0.0
1996-05-08,5.595097541809082,5.595097541809082,5.517026413318723,5.595097541809082,7400,0.0,0.0,0.0
1996-05-09,5.595096272450906,5.621119976043701,5.595096272450906,5.621119976043701,6800,0.0,0.0,0.0
1996-05-10,5.621122984292869,5.647146701812744,5.621122984292869,5.647146701812744,3000,0.0,0.0,0.0
1996-05-13,5.621121251305868,5.647144960802654,5.595097541809082,5.595097541809082,5200,0.0,0.0,0.0
1996-05-14,5.595098001147629,5.673169136047363,5.595098001147629,5.673169136047363,83500,0.0,0.0,0.0
1996-05-15,5.699192379796227,5.699192379796227,5.595097541809082,5.595097541809082,4600,0.0,0.0,0.0
1996-05-16,5.595099266772995,5.647146701812744,5.595099266772995,5.647146701812744,2300,0.0,0.0,0.0
1996-05-17,5.673169136047363,5.673169136047363,5.673169136047363,5.673169136047363,5700,0.0,0.0,0.0
1996-05-20,5.725216713125847,5.725216713125847,5.699193000793457,5.699193000793457,6500,0.0,0.0,0.0
1996-05-21,5.72521669370634,5.803287830438699,5.72521669370634,5.77726411819458,3800,0.0,0.0,0.0
1996-05-22,5.829311405846831,5.829311405846831,5.673169136047363,5.673169136047363,76700,0.0,0.0,0.0
1996-05-23,5.7512415365739304,5.7512415365739304,5.673170384493742,5.725217819213867,5400,0.0,0.0,0.0
1996-05-24,5.751239776611328,5.751239776611328,5.725216067214896,5.751239776611328,8700,0.0,0.0,0.0
1996-05-28,5.77726411819458,5.77726411819458,5.75124040595046,5.77726411819458,6400,0.0,0.0,0.0
1996-05-29,5.803287982940674,5.803287982940674,5.777264270012689,5.803287982940674,6800,0.0,0.0,0.0
1996-05-30,5.803287830438699,5.803287830438699,5.75124040595046,5.77726411819458,4100,0.0,0.0,0.0
1996-05-31,5.803287830438699,5.803287830438699,5.75124040595046,5.77726411819458,13200,0.0,0.0,0.0
1996-06-03,5.7772652894121155,5.7772652894121155,5.647146701812744,5.647146701812744,700,0.0,0.0,0.0
1996-06-04,5.673170384493742,5.725217819213867,5.673170384493742,5.725217819213867,3600,0.0,0.0,0.0
1996-06-05,5.7512415365739304,5.7512415365739304,5.725217819213867,5.725217819213867,1700,0.0,0.0,0.0
1996-06-06,5.829311695868659,5.829311695868659,5.803287982940674,5.803287982940674,1600,0.0,0.0,0.0
1996-06-07,5.673169269218101,5.77726411819458,5.673169269218101,5.77726411819458,1100,0.0,0.0,0.0
1996-06-10,5.77726411819458,5.77726411819458,5.77726411819458,5.77726411819458,4000,0.0,0.0,0.0
1996-06-11,5.751240425458237,5.751240425458237,5.699193000793457,5.699193000793457,8100,0.0,0.0,0.0
1996-06-12,5.621122984292869,5.647146701812744,5.621122984292869,5.647146701812744,3200,0.0,0.0,0.0
1996-06-13,5.543049335479736,5.543049335479736,5.543049335479736,5.543049335479736,2100,0.0,0.0,0.0
1996-06-14,5.543048865265316,5.621119976043701,5.543048865265316,5.621119976043701,2700,0.0,0.0,0.0
1996-06-17,5.647143836333373,5.647143836333373,5.569072723388672,5.569072723388672,9200,0.0,0.0,0.0
1996-06-18,5.673169136047363,5.673169136047363,5.673169136047363,5.673169136047363,200,0.0,0.0,0.0
1996-06-19,5.595098001147629,5.673169136047363,5.595098001147629,5.673169136047363,2500,0.0,0.0,0.0
1996-06-20,5.647146701812744,5.647146701812744,5.647146701812744,5.647146701812744,300,0.0,0.0,0.0
1996-06-21,5.647146701812744,5.647146701812744,5.647146701812744,5.647146701812744,4300,0.0,0.0,0.0
1996-06-24,5.699193000793457,5.699193000793457,5.699193000793457,5.699193000793457,7600,0.0,0.0,0.0
1996-06-25,5.673169136047363,5.673169136047363,5.673169136047363,5.673169136047363,100,0.0,0.0,0.0
1996-06-26,5.725216713125847,5.725216713125847,5.699193000793457,5.699193000793457,400,0.0,0.0,0.0
1996-06-27,5.647145576128676,5.699193000793457,5.647145576128676,5.699193000793457,3000,0.0,0.0,0.0
1996-06-28,5.699193000793457,5.699193000793457,5.699193000793457,5.699193000793457,14000,0.0,0.0,0.0
1996-07-01,5.647145576128676,5.699193000793457,5.647145576128676,5.699193000793457,1400,0.0,0.0,0.0
1996-07-02,5.699191086822085,5.699191086822085,5.621119976043701,5.621119976043701,32900,0.0,0.0,0.0
1996-07-03,5.595096272450906,5.621119976043701,5.595096272450906,5.621119976043701,2600,0.0,0.0,0.0
1996-07-05,5.595097541809082,5.621121251305868,5.595097541809082,5.595097541809082,4800,0.0,0.0,0.0
1996-07-08,5.621121251305868,5.621121251305868,5.595097541809082,5.595097541809082,5600,0.0,0.0,0.0
1996-07-09,5.569072723388672,5.569072723388672,5.569072723388672,5.569072723388672,11500,0.0,0.0,0.0
1996-07-10,5.621120452880859,5.621120452880859,5.517025629679361,5.543049335479736,8600,0.0,0.0,0.0
1996-07-11,5.595097723461333,5.595097723461333,5.438955461411249,5.46497917175293,13900,0.0,0.0,0.0
1996-07-12,5.41292908293376,5.491000175476074,5.41292908293376,5.491000175476074,1300,0.0,0.0,0.0
1996-07-15,5.438954192858476,5.438954192858476,5.412930488586426,5.412930488586426,11900,0.0,0.0,0.0
1996-07-16,5.386909036075368,5.386909036075368,5.256790460324755,5.308837890625,2700,0.0,0.0,0.0
1996-07-17,5.334860633536813,5.386908054351807,5.334860633536813,5.386908054351807,54400,0.0,0.0,0.0
1996-07-18,5.46497917175293,5.517026592436291,5.46497917175293,5.46497917175293,9400,0.0,0.0,0.0
1996-07-19,5.517025470733643,5.517025470733643,5.517025470733643,5.517025470733643,4000,0.0,0.0,0.0
1996-07-22,5.41292908293376,5.491000175476074,5.41292908293376,5.491000175476074,1300,0.0,0.0,0.0
1996-07-23,5.46497917175293,5.46497917175293,5.46497917175293,5.46497917175293,1800,0.0,0.0,0.0
1996-07-24,5.3869069409601895,5.4389543510177765,5.3608832359313965,5.3608832359313965,63100,0.0,0.0,0.0
1996-07-25,5.412931764759303,5.412931764759303,5.386908054351807,5.386908054351807,300,0.0,0.0,0.0
1996-07-26,5.360884512924566,5.360884512924566,5.334860801696777,5.334860801696777,300,0.0,0.0,0.0
1996-07-29,5.308837890625,5.308837890625,5.308837890625,5.308837890625,15100,0.0,0.0,0.0
1996-07-30,5.282814175474877,5.308837890625,5.282814175474877,5.308837890625,8500,0.0,0.0,0.0
1996-07-31,5.386906784314376,5.412930488586426,5.308835671498225,5.412930488586426,7300,0.0,0.0,0.0
1996-08-01,5.46497917175293,5.46497917175293,5.46497917175293,5.46497917175293,1000,0.0,0.0,0.0
1996-08-02,5.543050122815509,5.595097541809082,5.543050122815509,5.595097541809082,12000,0.0,0.0,0.0
1996-08-05,5.569072880834903,5.569072880834903,5.517025470733643,5.517025470733643,11200,0.0,0.0,0.0
1996-08-06,5.569072723388672,5.569072723388672,5.569072723388672,5.569072723388672,100,0.0,0.0,0.0
1996-08-07,5.569072723388672,5.569072723388672,5.569072723388672,5.569072723388672,0,0.0,0.0,0.0
1996-08-08,5.517025470733643,5.517025470733643,5.517025470733643,5.517025470733643,300,0.0,0.0,0.0
1996-08-09,5.517025470733643,5.517025470733643,5.517025470733643,5.517025470733643,0,0.0,0.0,0.0
1996-08-12,5.517025470733643,5.517025470733643,5.517025470733643,5.517025470733643,0,0.0,0.0,0.0
1996-08-13,5.517025314758872,5.569072723388672,5.517025314758872,5.569072723388672,2600,0.0,0.0,0.0
1996-08-14,5.569072880834903,5.569072880834903,5.517025470733643,5.517025470733643,6100,0.0,0.0,0.0
1996-08-15,5.569072723388672,5.569072723388672,5.569072723388672,5.569072723388672,200,0.0,0.0,0.0
1996-08-16,5.46497917175293,5.46497917175293,5.46497917175293,5.46497917175293,500,0.0,0.0,0.0
1996-08-19,5.491000175476074,5.595094965532493,5.491000175476074,5.491000175476074,5200,0.0,0.0,0.0
1996-08-20,5.543051831733246,5.647146701812744,5.517028114213372,5.647146701812744,1300,0.0,0.0,0.0
1996-08-21,5.673170419332618,5.673170419332618,5.595099266772995,5.647146701812744,75100,0.0,0.0,0.0
