Date,SHK126,SHK127,SHK128,SHK129,SHK130,SHK131,SHK136,SHK137,SHK145
2012-03-23,15.005,9.361,17.989,7.69,8.55,7.063,17.829,11.143,
2012-03-30,14.98,9.401,17.925,7.65,8.627,7.164,17.823,11.471,
2012-04-06,15.162,9.234,17.845,7.429,8.498,7.022,17.98,11.518,
2012-04-13,15.219,9.071,17.844,7.284,8.315,6.971,18.033,11.168,
2012-04-20,15.246,9.11,17.754,7.448,8.315,6.95,18.046,11.319,
2012-04-27,15.043,9.269,17.66,7.528,8.565,6.899,17.794,11.282,9.996
2012-05-04,15.258,9.024,17.659,7.316,8.291,6.806,17.957,11.071,10.071
2012-05-11,14.457,8.842,16.986,7.195,8.166,6.521,16.982,11.0,9.664
2012-05-18,13.743,8.369,16.032,6.746,7.749,6.27,16.113,10.703,9.287
2012-05-25,13.724,8.435,16.02,6.777,7.856,6.238,16.095,10.837,9.196
2012-06-01,13.839,8.189,15.976,6.54,7.591,6.159,16.232,10.561,9.181
2012-06-08,13.867,8.486,16.072,6.757,7.968,6.145,15.975,10.939,9.151
2012-06-15,14.342,8.589,16.327,6.877,8.037,6.28,16.491,11.074,9.562
2012-06-22,14.105,8.581,16.241,6.904,7.99,6.355,16.096,11.134,9.42
2012-06-29,14.383,8.795,16.549,7.044,8.211,6.534,16.063,11.296,9.629
2012-07-06,14.702,8.765,16.798,7.006,8.146,6.585,16.444,11.22,9.792
2012-07-13,14.24,8.739,16.42,7.052,8.161,6.367,15.988,11.533,9.453
2012-07-20,14.439,8.759,16.658,7.092,8.162,6.309,16.077,11.486,9.722
2012-07-27,14.213,8.917,16.642,7.189,8.392,6.239,15.706,11.566,9.533
2012-08-03,14.399,8.979,16.821,7.346,8.401,6.228,15.931,11.423,9.724
2012-08-10,14.707,9.132,17.222,7.428,8.537,6.424,16.372,11.541,9.938
2012-08-17,14.702,9.262,17.253,7.529,8.684,6.494,16.291,11.539,9.961
2012-08-24,14.593,9.226,17.211,7.497,8.654,6.455,16.214,11.683,9.839
2012-08-31,14.275,9.156,16.979,7.471,8.611,6.261,16.061,11.695,9.656
2012-09-07,14.546,9.389,17.185,7.727,8.854,6.304,16.282,11.883,9.852
2012-09-14,15.152,9.654,17.813,7.998,9.069,6.436,16.937,11.936,10.22
2012-09-21,15.036,9.58,17.755,7.929,8.984,6.417,16.905,12.072,10.289
2012-09-28,15.173,9.416,17.81,7.671,8.845,6.311,17.076,12.035,10.333
2012-10-05,15.341,9.566,17.957,7.892,8.984,6.278,17.319,12.311,10.403
2012-10-12,15.384,9.365,17.75,7.754,8.76,6.141,17.479,12.129,10.471
2012-10-19,15.74,9.466,17.924,7.91,8.802,6.396,17.92,12.188,10.658
2012-10-26,15.719,9.318,17.721,7.77,8.665,6.297,17.795,12.076,10.678
2012-11-02,16.157,9.389,17.985,7.85,8.714,6.337,18.345,12.069,10.964
2012-11-09,15.759,9.203,17.897,7.674,8.491,6.219,17.852,11.815,10.583
2012-11-16,15.636,9.047,17.514,7.456,8.387,6.294,17.587,11.646,10.435
2012-11-23,16.125,9.417,17.984,7.855,8.755,6.446,18.135,11.971,10.864
2012-11-30,16.206,9.509,18.328,7.952,8.8,6.51,18.235,12.02,10.91
2012-12-07,16.387,9.562,18.555,7.995,8.825,6.56,18.475,12.121,10.973
2012-12-14,16.703,9.591,18.767,8.086,8.77,6.592,18.956,12.212,11.189
2012-12-21,16.622,9.717,18.548,8.209,8.948,6.851,19.012,12.249,11.111
2012-12-28,16.776,9.643,18.763,8.167,8.767,7.024,19.23,12.022,11.205
2013-01-04,17.383,9.959,19.139,8.354,9.166,7.165,19.906,12.411,11.498
2013-01-11,17.335,10.034,19.115,8.471,9.233,7.186,19.934,12.64,11.495
2013-01-18,17.672,10.102,19.229,8.456,9.333,7.24,20.178,12.768,11.639
2013-01-25,17.581,10.2,19.115,8.637,9.439,7.246,20.346,12.901,11.636
2013-02-01,17.754,10.276,19.256,8.711,9.485,7.399,20.502,12.967,11.681
2013-02-08,17.379,10.234,19.182,8.589,9.495,7.49,20.006,12.929,11.485
2013-02-15,17.703,10.256,19.388,8.627,9.498,7.311,20.224,12.985,11.555
2013-02-22,17.14,10.199,19.308,8.558,9.424,7.475,19.634,12.982,11.236
2013-03-01,17.287,10.195,19.428,8.511,9.395,7.668,19.834,13.064,11.282
2013-03-08,17.348,10.403,19.54,8.707,9.631,7.805,19.86,13.239,11.402
2013-03-15,16.821,10.476,19.32,8.836,9.688,8.114,19.195,13.362,11.106
2013-03-22,16.775,10.296,18.908,8.653,9.554,7.972,19.126,13.41,10.933
2013-03-29,16.865,10.315,19.145,8.596,9.572,8.031,19.171,13.649,11.029
2013-04-05,16.43,10.158,18.811,8.448,9.416,8.181,18.681,13.655,10.735
2013-04-12,16.757,10.418,19.067,8.637,9.646,8.841,18.978,13.975,10.929
2013-04-19,16.732,10.161,19.057,8.413,9.333,8.595,19.025,13.913,10.9
2013-04-26,17.068,10.408,19.425,8.707,9.501,8.976,19.241,13.947,11.166
2013-05-03,17.212,10.589,19.684,8.939,9.706,8.824,19.39,14.093,11.212
2013-05-10,17.689,10.781,19.823,9.076,9.921,9.09,19.857,14.199,11.527
2013-05-17,17.414,10.893,19.723,9.113,10.059,9.389,19.578,14.362,11.403
2013-05-24,17.115,10.778,19.189,9.013,10.087,8.949,19.284,14.506,11.232
2013-05-31,17.061,10.72,19.053,8.986,10.104,8.56,19.268,14.245,11.132
2013-06-07,16.458,10.651,18.455,8.897,10.191,8.185,18.765,14.257,10.764
2013-06-14,16.06,10.568,18.215,8.842,10.068,8.319,18.123,14.217,10.52
2013-06-21,15.564,10.303,17.504,8.447,9.864,8.524,17.434,13.914,10.202
2013-06-28,15.881,10.39,17.906,8.55,9.889,8.632,17.695,14.004,10.463
2013-07-05,15.818,10.498,17.768,8.561,10.044,8.915,17.531,14.141,10.51
2013-07-12,16.222,10.842,18.271,8.942,10.356,9.094,17.828,14.57,10.653
2013-07-19,16.279,10.952,18.328,9.074,10.469,9.106,17.939,14.694,10.749
2013-07-26,16.756,10.96,18.671,9.054,10.482,8.945,18.401,14.782,11.042
2013-08-02,16.956,11.075,18.577,9.205,10.589,9.172,18.495,14.725,11.114
2013-08-09,16.765,10.983,18.398,9.288,10.463,8.889,18.426,14.736,10.913
2013-08-16,17.229,10.897,18.613,9.272,10.311,8.798,18.928,14.414,11.305
2013-08-23,16.828,10.871,18.109,9.291,10.338,8.718,18.51,14.459,10.982
2013-08-30,16.78,10.626,18.209,8.917,10.145,8.422,18.605,14.201,10.906
2013-09-06,17.251,10.899,18.659,9.216,10.363,8.683,19.065,14.479,11.398
2013-09-13,17.457,11.086,18.995,9.394,10.514,8.909,19.255,14.697,11.544
2013-09-20,17.879,11.318,19.516,9.613,10.703,9.101,19.626,14.944,11.837
2013-09-27,17.67,11.203,19.332,9.559,10.521,9.242,19.479,14.638,11.686
2013-10-04,17.761,11.149,19.413,9.49,10.509,8.919,19.652,14.713,11.66
2013-10-11,17.969,11.214,19.661,9.508,10.548,9.098,19.993,14.741,11.73
2013-10-18,18.122,11.494,20.044,9.748,10.848,9.162,20.174,15.11,11.751
2013-10-25,17.703,11.546,19.859,9.835,10.947,8.991,19.705,15.235,11.456
2013-11-01,18.131,11.478,20.026,9.715,10.892,8.945,20.149,15.297,11.711
2013-11-08,17.7,11.467,19.651,9.668,10.955,8.903,19.767,15.352,11.465
2013-11-15,17.984,11.65,19.719,9.719,11.165,9.312,20.096,15.628,11.605
2013-11-22,18.522,11.72,19.704,9.751,11.276,9.338,20.594,15.799,11.923
2013-11-29,18.781,11.821,19.956,9.907,11.341,9.323,20.844,15.832,12.041
2013-12-06,18.672,11.674,19.656,9.665,11.287,9.107,20.707,15.764,11.989
2013-12-13,18.447,11.513,19.405,9.464,11.138,9.103,20.336,15.386,11.712
2013-12-20,18.067,11.776,19.471,9.764,11.412,9.202,19.881,15.77,11.487
2013-12-27,18.485,11.986,19.739,10.02,11.582,9.366,20.183,15.948,11.708
2014-01-03,18.337,11.928,19.582,9.919,11.537,9.476,19.981,15.9,11.48
2014-01-10,18.325,11.971,19.446,10.01,11.581,9.478,19.809,16.358,11.501
2014-01-17,18.597,12.002,19.468,10.116,11.584,9.475,19.935,16.369,11.649
2014-01-24,17.989,11.702,19.112,9.813,11.28,9.33,19.565,16.015,11.271
2014-01-31,17.698,11.635,18.88,9.71,11.308,9.001,19.065,16.22,11.071
2014-02-07,17.444,11.622,18.779,9.724,11.323,8.81,18.798,16.207,10.867
2014-02-14,17.972,11.819,19.255,10.0,11.465,8.83,19.231,16.675,11.239
2014-02-21,18.068,11.864,19.426,10.121,11.408,9.072,19.261,16.826,11.337
2014-02-28,18.318,11.976,19.636,10.193,11.555,9.026,19.247,16.968,11.46
2014-03-07,18.278,12.073,19.839,10.109,11.731,9.108,19.218,17.015,11.404
2014-03-14,17.407,11.757,19.26,9.812,11.462,8.659,18.583,16.798,10.881
2014-03-21,17.411,11.866,19.166,9.969,11.619,8.525,18.639,16.787,10.828
2014-03-28,17.661,11.906,19.646,10.082,11.507,8.814,18.814,16.654,11.122
2014-04-04,18.146,11.955,19.944,10.222,11.456,8.976,19.277,16.662,11.321
2014-04-11,18.269,11.662,20.087,9.983,11.131,8.53,19.333,16.104,11.568
2014-04-18,18.066,11.858,20.02,10.106,11.379,8.722,19.224,16.408,11.467
2014-04-25,17.741,11.835,19.919,10.118,11.319,8.793,18.873,16.418,11.167
2014-05-02,17.585,11.97,19.805,10.324,11.436,8.889,18.78,16.461,11.238
2014-05-09,17.077,11.887,19.763,10.305,11.305,8.806,18.384,16.549,11.061
2014-05-16,17.747,11.929,20.276,10.271,11.336,8.865,18.793,16.687,11.458
2014-05-23,18.096,12.07,20.433,10.287,11.551,9.02,19.122,16.937,11.656
2014-05-30,18.206,12.19,20.454,10.387,11.695,9.15,19.197,17.175,11.753
2014-06-06,18.232,12.343,20.569,10.446,11.895,9.322,19.38,17.234,11.702
2014-06-13,18.537,12.285,20.566,10.367,11.831,9.409,19.636,16.992,11.925
2014-06-20,18.392,12.386,20.472,10.412,11.967,9.597,19.468,17.233,11.898
2014-06-27,18.485,12.35,20.644,10.241,11.979,9.532,19.583,17.252,11.87
2014-07-04,18.955,12.545,21.1,10.369,12.162,9.724,20.178,17.466,12.118
2014-07-11,18.724,12.285,20.807,10.037,11.954,9.531,20.053,17.198,11.964
2014-07-18,18.782,12.361,20.902,10.09,12.049,9.551,20.102,17.068,12.062
2014-07-25,19.366,12.399,21.194,10.095,12.063,9.688,20.7,17.209,12.46
2014-08-01,19.436,12.11,20.974,9.843,11.725,9.672,20.568,17.044,12.606
2014-08-08,19.306,12.038,20.669,9.635,11.829,9.299,20.421,16.874,12.505
2014-08-15,19.768,12.208,21.191,9.744,11.963,9.578,20.904,17.163,12.823
2014-08-22,19.989,12.391,21.453,9.869,12.209,9.588,21.016,17.367,12.895
2014-08-29,19.691,12.466,21.429,9.979,12.307,9.514,20.796,17.51,12.745
2014-09-05,20.141,12.504,21.518,10.044,12.319,9.606,21.359,17.657,12.99
2014-09-12,19.729,12.4,21.106,9.945,12.245,9.602,20.923,17.639,12.693
2014-09-19,19.48,12.458,20.889,9.987,12.355,9.644,20.633,17.831,12.567
2014-09-26,19.044,12.246,20.367,9.739,12.172,9.678,20.306,17.668,12.244
2014-10-03,18.64,12.043,20.038,9.437,12.072,9.32,19.873,17.654,11.947
2014-10-10,18.67,11.685,19.805,9.109,11.647,9.133,19.836,17.321,11.944
2014-10-17,18.566,11.546,19.632,9.074,11.519,8.702,19.746,16.884,11.941
2014-10-24,18.799,11.92,20.04,9.259,11.975,9.06,19.913,17.791,12.064
2014-10-31,19.307,12.207,20.578,9.424,12.248,9.47,20.521,18.226,12.404
2014-11-07,18.986,12.152,20.277,9.304,12.257,9.473,20.154,18.139,12.177
2014-11-14,19.486,12.25,20.425,9.38,12.348,9.574,20.514,18.36,12.447
2014-11-21,19.01,12.348,20.163,9.622,12.458,9.494,20.103,18.672,12.146
2014-11-28,19.528,12.383,20.408,9.656,12.466,9.517,20.892,19.03,12.39
2014-12-05,19.454,12.376,20.216,9.677,12.444,9.63,20.967,19.291,12.387
2014-12-12,18.928,11.967,19.665,9.246,12.028,9.444,20.439,18.747,12.031
2014-12-19,18.827,12.233,19.64,9.417,12.425,9.451,20.219,19.165,11.978
2014-12-26,18.91,12.305,19.718,9.483,12.499,9.525,20.374,18.93,12.102
2015-01-02,19.566,12.191,20.028,9.34,12.35,9.423,21.349,18.788,12.305
2015-01-09,19.554,12.018,20.001,9.222,12.144,9.282,21.23,19.139,12.378
2015-01-16,19.629,11.848,19.928,9.375,11.811,9.162,21.26,19.286,12.455
2015-01-23,20.051,12.155,20.525,9.7,12.079,9.407,21.674,19.393,12.811
2015-01-30,19.745,11.984,20.282,9.636,11.841,9.397,21.195,19.102,12.654
2015-02-06,19.671,12.309,20.445,9.856,12.292,9.391,21.135,19.328,12.753
2015-02-13,19.72,12.526,20.554,9.99,12.563,9.672,21.507,19.316,12.75
2015-02-20,19.798,12.564,20.611,10.077,12.542,9.913,21.601,19.474,12.8
2015-02-27,19.896,12.686,20.728,10.238,12.626,10.166,21.839,19.795,12.821
2015-03-06,19.516,12.566,20.615,10.088,12.506,10.144,21.32,19.443,12.512
2015-03-13,19.227,12.41,20.138,9.902,12.364,10.305,21.15,19.457,12.332
2015-03-20,19.704,12.746,20.664,10.259,12.69,10.447,21.714,20.534,12.636
2015-03-27,19.796,12.52,20.482,10.092,12.407,10.403,21.764,20.037,12.685
2015-04-03,20.702,12.645,20.827,10.167,12.534,10.473,22.784,19.862,13.097
2015-04-10,22.656,12.91,21.711,10.387,12.745,10.681,24.913,20.38,14.125
2015-04-17,22.958,12.833,21.82,10.242,12.66,10.721,25.541,20.119,14.351
2015-04-24,23.1,13.077,21.952,10.438,12.946,10.922,26.018,20.438,14.527
2015-05-01,23.132,12.93,21.768,10.376,12.782,10.728,25.984,19.925,14.565
2015-05-08,22.576,13.058,21.296,10.61,12.956,10.751,25.255,20.343,14.284
2015-05-15,22.791,13.101,21.605,10.641,12.956,10.901,25.366,20.482,14.409
2015-05-22,23.112,13.169,21.61,10.629,13.027,11.092,25.797,20.62,14.534
2015-05-29,22.748,13.013,21.36,10.415,12.883,11.064,25.376,20.494,14.282
2015-06-05,22.67,13.015,20.875,10.327,13.028,10.933,25.25,20.354,14.176
2015-06-12,22.6,13.037,20.844,10.409,13.039,10.945,25.192,20.439,14.226
2015-06-19,21.892,12.993,20.703,10.316,13.049,10.886,24.337,20.637,13.967
2015-06-26,21.928,13.084,20.825,10.398,13.109,11.082,24.482,20.682,13.99
2015-07-03,21.19,12.868,20.596,10.042,12.921,11.144,23.721,20.366,13.68
2015-07-10,20.247,12.766,19.906,10.148,12.886,10.632,22.755,20.585,13.094
2015-07-17,20.718,13.202,20.339,10.386,13.419,11.052,23.143,20.986,13.372
2015-07-24,20.466,13.012,19.891,10.174,13.238,11.043,22.888,20.47,13.19
2015-07-31,19.803,13.11,19.744,10.367,13.344,11.031,22.149,20.827,12.931
2015-08-07,19.737,13.001,19.507,10.357,13.172,11.142,22.078,20.502,12.878
2015-08-14,19.276,12.97,19.024,10.157,13.298,11.019,21.61,20.554,12.645
2015-08-21,17.785,12.262,17.932,9.669,12.512,10.533,19.807,19.594,11.85
2015-08-28,17.39,12.307,17.861,9.728,12.613,10.465,19.55,19.613,11.492
2015-09-04,16.707,11.864,17.131,9.385,12.215,9.84,18.759,18.908,11.029
2015-09-11,17.354,12.138,17.651,9.554,12.497,10.033,19.665,19.334,11.413
2015-09-18,17.735,12.151,18.223,9.601,12.432,9.927,20.083,19.555,11.667
2015-09-25,17.104,11.909,17.488,9.313,12.282,9.831,19.379,18.536,11.28
2015-10-02,17.446,11.953,17.806,9.337,12.276,9.969,19.805,18.563,11.432
2015-10-09,18.102,12.44,18.628,9.871,12.677,10.355,20.716,18.576,11.89
2015-10-16,18.648,12.512,18.92,9.812,12.802,10.349,21.156,18.945,12.221
2015-10-23,18.728,12.756,19.07,9.939,13.145,10.506,21.21,18.651,12.295
2015-10-30,18.353,12.763,18.68,9.811,13.247,10.689,20.598,19.022,12.026
2015-11-06,18.727,12.936,18.762,9.72,13.628,10.598,20.854,19.186,12.126
2015-11-13,18.329,12.532,18.252,9.427,13.085,10.778,20.359,18.59,11.892
2015-11-20,18.607,12.879,18.676,9.728,13.488,10.875,20.617,19.074,12.069
2015-11-27,18.068,12.836,18.435,9.727,13.459,10.791,19.932,19.128,11.732
2015-12-04,18.238,12.772,18.461,9.565,13.459,10.642,20.33,19.005,11.808
2015-12-11,17.464,12.258,17.845,9.202,12.807,10.594,19.548,18.626,11.413
2015-12-18,17.791,12.26,18.104,9.259,12.74,10.547,20.057,18.795,11.568
2015-12-25,18.044,12.501,18.383,9.496,13.03,10.519,20.418,19.285,11.723
2016-01-01,17.88,12.436,18.388,9.389,12.938,10.647,20.25,19.185,11.616
2016-01-08,16.543,11.551,17.185,8.731,11.936,10.141,18.772,18.207,10.875
2016-01-15,15.656,11.207,16.627,8.47,11.572,9.913,17.68,17.771,10.351
2016-01-22,15.337,11.294,16.585,8.596,11.725,9.605,17.22,17.968,10.15
2016-01-29,15.8,11.515,17.054,8.646,11.97,9.932,17.582,17.754,10.422
2016-02-05,15.443,11.022,16.98,8.421,11.243,9.616,17.231,17.113,10.231
2016-02-12,14.719,10.677,16.22,8.107,11.099,8.56,16.528,17.055,9.725
2016-02-19,15.576,11.041,16.802,8.39,11.397,9.33,17.503,17.456,10.205
2016-02-26,15.609,11.141,16.747,8.39,11.594,9.451,17.37,17.736,10.272
2016-03-04,16.234,11.608,17.599,8.751,12.022,9.934,18.095,17.742,10.702
2016-03-11,16.245,11.67,17.798,8.805,12.076,9.863,18.03,17.943,10.754
2016-03-18,16.663,11.845,18.235,8.927,12.249,9.899,18.572,17.618,10.988
2016-03-25,16.522,11.706,18.06,8.696,12.156,9.901,18.393,17.647,10.799
2016-04-01,16.585,11.822,18.145,8.739,12.385,9.636,18.5,17.98,10.868
2016-04-08,16.617,11.705,18.002,8.724,12.173,9.763,18.424,18.231,10.813
2016-04-15,17.22,12.074,18.629,8.983,12.556,10.295,19.103,18.417,11.307
2016-04-22,17.262,12.206,18.671,9.193,12.663,10.487,18.894,18.775,11.406
2016-04-29,16.9,12.113,18.415,9.119,12.547,10.233,18.524,18.384,11.143
2016-05-06,16.279,11.874,17.933,8.841,12.373,9.938,17.751,18.028,10.646
2016-05-13,15.994,11.833,17.804,8.907,12.297,9.975,17.422,18.209,10.477
2016-05-20,16.055,11.96,17.726,9.013,12.488,10.056,17.46,18.33,10.612
2016-05-27,16.668,12.232,18.279,9.255,12.801,10.103,17.991,18.832,10.955
2016-06-03,16.958,12.219,18.48,9.201,12.723,10.216,18.406,19.085,11.187
2016-06-10,16.989,12.064,18.648,8.917,12.599,10.077,18.5,18.64,11.261
2016-06-17,16.374,11.872,18.149,8.777,12.452,9.613,17.899,18.226,10.84
2016-06-24,16.452,11.65,18.012,8.696,12.171,9.384,17.897,18.033,10.911
2016-07-01,16.87,11.973,18.562,8.941,12.548,9.617,18.402,18.782,11.22
2016-07-08,16.716,12.039,18.509,8.88,12.744,9.487,18.275,19.162,11.107
2016-07-15,17.394,12.33,19.239,9.145,12.979,9.996,19.206,19.297,11.713
2016-07-22,17.684,12.428,19.27,9.247,13.122,10.02,19.33,19.403,11.817
2016-07-29,17.537,12.602,19.506,9.382,13.238,10.257,19.323,19.628,11.789
2016-08-05,17.861,12.628,19.713,9.393,13.33,10.023,19.655,19.659,11.944
2016-08-12,18.421,12.754,20.023,9.581,13.348,10.385,20.217,19.49,12.257
2016-08-19,18.593,12.743,19.999,9.543,13.373,10.176,20.263,19.439,12.36
2016-08-26,18.553,12.731,19.992,9.574,13.358,10.074,20.174,19.131,12.384
2016-09-02,18.792,12.813,19.916,9.721,13.43,10.327,20.33,19.123,12.539
2016-09-09,19.469,12.645,20.211,9.613,13.118,10.44,21.062,18.825,13.037
2016-09-16,18.915,12.611,19.679,9.558,13.208,10.134,20.407,19.097,12.64
2016-09-23,19.283,12.8,20.329,9.676,13.302,10.598,20.9,19.346,12.768
2016-09-30,18.928,12.75,20.14,9.609,13.297,10.406,20.515,18.975,12.58
2016-10-07,19.312,12.735,20.382,9.552,13.299,10.512,20.902,18.878,12.893
2016-10-14,18.831,12.593,19.964,9.457,13.204,10.374,20.479,18.333,12.579
2016-10-21,19.029,12.676,20.155,9.494,13.274,10.584,20.692,18.424,12.659
2016-10-28,18.759,12.522,19.876,9.362,13.085,10.69,20.38,17.652,12.451
2016-11-04,18.353,12.282,19.528,9.17,12.785,10.461,20.093,17.3,12.303
2016-11-11,18.313,12.612,19.424,9.247,13.414,10.508,19.979,18.158,12.223
2016-11-18,18.181,12.581,19.068,9.104,13.525,10.668,19.91,17.783,12.089
2016-11-25,18.424,12.767,19.358,9.185,13.778,10.782,20.281,17.636,12.324
2016-12-02,18.296,12.707,19.367,9.119,13.664,10.862,20.236,17.38,12.237
2016-12-09,18.377,13.114,19.739,9.429,14.184,11.086,20.397,17.566,12.342
2016-12-16,17.786,13.037,19.328,9.489,14.116,11.116,19.848,17.816,11.936
2016-12-23,17.394,13.004,18.96,9.476,14.11,11.143,19.336,17.784,11.694
2016-12-30,17.69,12.981,19.221,9.568,13.982,11.074,19.724,17.783,11.879
2017-01-06,18.052,13.247,19.627,9.675,14.306,11.353,20.166,18.277,12.173
2017-01-13,18.349,13.319,19.956,9.729,14.343,11.367,20.461,18.12,12.414
2017-01-20,18.418,13.243,19.954,9.705,14.21,11.266,20.482,17.772,12.412
2017-01-27,18.874,13.428,20.444,9.731,14.419,11.37,20.838,17.727,12.653
2017-02-03,18.713,13.384,20.457,9.714,14.327,11.291,20.71,18.06,12.489
2017-02-10,19.081,13.488,20.676,9.65,14.506,11.517,21.202,18.261,12.783
2017-02-17,19.35,13.683,20.951,9.744,14.761,11.607,21.542,18.753,13.023
2017-02-24,19.277,13.679,20.965,9.723,14.754,11.64,21.553,18.919,13.047
2017-03-03,18.996,13.763,20.687,9.837,14.946,11.554,21.209,19.076,12.803
2017-03-10,19.0,13.769,20.762,9.864,14.914,11.667,21.24,18.941,12.8
2017-03-17,19.712,13.893,21.514,10.012,14.883,11.739,22.049,18.876,13.201
2017-03-24,19.702,13.742,21.46,10.001,14.582,11.672,22.124,18.778,13.252
2017-03-31,19.471,13.837,21.501,10.037,14.779,11.489,21.812,18.8,13.115
2017-04-07,19.712,13.768,21.531,10.081,14.674,11.347,21.987,18.707,13.167
2017-04-14,19.711,13.682,21.639,10.074,14.502,11.282,22.033,18.693,13.165
2017-04-21,19.568,13.743,21.494,10.019,14.619,11.457,21.936,18.611,13.027
2017-04-28,19.953,14.057,21.914,10.338,14.928,11.628,22.339,19.052,13.374
2017-05-05,19.793,14.203,21.875,10.579,15.062,11.683,22.176,19.222,13.291
2017-05-12,20.289,14.269,22.204,10.585,15.114,11.887,22.688,19.304,13.666
2017-05-19,20.442,14.228,22.105,10.65,15.009,11.832,22.731,19.177,13.718
2017-05-26,20.855,14.347,22.486,10.655,15.168,11.91,23.234,19.238,13.957
2017-06-02,21.032,14.459,22.582,10.738,15.212,12.275,23.404,19.683,14.142
2017-06-09,21.15,14.411,22.678,10.63,15.221,12.116,23.594,19.575,14.221
2017-06-16,20.869,14.366,22.553,10.519,15.212,12.166,23.177,19.655,14.003
2017-06-23,21.053,14.419,22.627,10.515,15.306,12.261,23.574,20.333,14.108
2017-06-30,21.226,14.445,22.812,10.503,15.329,12.191,23.661,19.948,14.133
2017-07-07,21.058,14.436,22.71,10.556,15.358,12.024,23.372,19.811,13.995
2017-07-14,21.907,14.727,23.496,10.732,15.618,12.25,24.176,20.015,14.559
2017-07-21,22.217,14.783,23.754,10.699,15.687,12.333,24.54,20.168,14.745
2017-07-28,22.261,14.841,23.775,10.795,15.744,12.312,24.686,19.89,14.876
2017-08-04,22.725,14.915,23.963,10.895,15.809,12.393,25.123,19.724,15.196
2017-08-11,22.149,14.642,23.387,10.647,15.519,12.318,24.572,19.542,14.869
2017-08-18,22.483,14.603,23.673,10.636,15.416,12.225,24.803,19.401,14.917
2017-08-25,23.148,14.695,24.028,10.666,15.502,12.159,25.515,19.561,15.34
2017-09-01,23.546,14.865,24.268,10.732,15.787,12.245,25.631,20.058,15.451
2017-09-08,23.534,14.838,24.302,10.794,15.64,12.254,25.516,20.424,15.34
2017-09-15,23.812,15.026,24.525,10.838,15.919,12.388,25.744,20.521,15.419
2017-09-22,23.907,15.047,24.43,10.898,15.933,12.528,25.791,20.383,15.443
2017-09-29,23.631,15.08,24.086,10.973,16.006,12.652,25.397,20.338,15.252
2017-10-06,24.501,15.234,24.522,10.97,16.237,12.694,26.123,20.546,15.761
2017-10-13,24.541,15.325,25.036,11.034,16.143,12.892,26.331,20.464,15.785
2017-10-20,24.557,15.351,25.02,10.978,16.255,13.015,26.363,20.566,15.81
2017-10-27,24.437,15.359,24.839,10.904,16.31,13.193,26.406,19.989,15.753
2017-11-03,24.761,15.411,25.319,10.954,16.222,13.232,26.664,19.949,15.873
2017-11-10,25.31,15.35,25.473,10.737,16.175,13.327,27.196,19.79,16.165
2017-11-17,25.381,15.32,25.496,10.685,16.086,13.148,27.198,19.882,16.162
2017-11-24,25.666,15.544,25.892,10.821,16.265,13.303,27.601,20.022,16.533
2017-12-01,24.993,15.49,25.311,10.767,16.472,13.32,26.66,20.243,16.127
2017-12-08,24.773,15.493,25.11,10.763,16.58,13.306,26.284,20.135,15.881
2017-12-15,24.906,15.608,25.306,10.852,16.679,13.388,26.426,20.436,15.99
2017-12-22,25.558,15.726,25.697,11.012,16.713,13.575,26.999,20.35,16.346
2017-12-29,25.837,15.786,26.04,11.13,16.61,13.608,27.252,20.356,16.536
2018-01-05,26.684,16.257,26.833,11.307,17.146,13.99,28.167,20.984,17.03
2018-01-12,27.318,16.511,27.043,11.435,17.488,14.123,28.762,21.097,17.33
2018-01-19,27.825,16.629,27.408,11.423,17.499,14.244,29.56,21.373,17.823
2018-01-26,28.456,16.951,27.974,11.584,17.774,14.478,30.302,22.177,18.345
2018-02-02,27.851,16.43,27.428,11.215,17.057,14.185,29.805,21.045,18.039
2018-02-09,25.151,15.525,25.481,10.586,16.207,13.347,26.923,19.755,16.281
2018-02-16,26.754,16.206,26.575,10.939,16.957,13.466,28.303,20.337,17.161
2018-02-23,27.019,16.288,26.809,10.925,16.986,13.683,28.686,20.278,17.288
2018-03-02,26.366,15.943,26.344,10.657,16.599,13.327,28.012,19.823,16.951
2018-03-09,26.812,16.434,26.762,10.956,17.387,13.245,28.495,20.481,17.169
2018-03-16,27.116,16.375,27.007,10.88,17.154,13.483,28.976,20.318,17.44
2018-03-23,25.931,15.614,26.202,10.601,16.026,13.011,27.812,19.199,16.749
2018-03-30,25.771,15.806,26.15,10.725,16.332,13.269,27.623,19.678,16.665
2018-04-06,25.581,15.701,26.141,10.796,16.131,13.419,27.495,19.46,16.496
2018-04-13,26.233,15.96,26.682,10.997,16.333,13.423,28.003,19.807,17.071
2018-04-20,25.707,16.113,26.532,11.165,16.514,13.534,27.398,19.81,16.82
2018-04-27,25.705,16.029,26.431,11.135,16.311,13.672,27.14,20.074,16.74
2018-05-04,25.437,16.014,26.256,11.126,16.406,13.615,26.966,19.549,16.571
2018-05-11,26.367,16.352,26.846,11.346,16.874,13.686,28.006,20.008,17.226
2018-05-18,26.398,16.244,26.685,11.338,16.816,13.726,28.049,20.029,17.253
2018-05-25,26.259,16.162,26.653,11.158,16.733,13.461,27.888,19.893,17.085
2018-06-01,26.166,16.11,26.433,11.052,16.727,13.291,27.94,19.906,17.019
